"ID","TYPE","PROGRAM","PHONE","DISTADD","DISTBORO","DISTZIP","DAYS","mobile","HIV","kosher","halal","type_clean","type1","type2","count","addr","coords","bbl","lat","lon"
85148,"FP","MT. HEBRON CHURCH OF CHRIST ","347-454-4915","167 CHESTER STREET ","BROOKLYN",11212,"SAT 9-10:30AM","No","No","No","No","Food Pantry","Food Pantry","",1,"167 CHESTER STREET","-73.910929,40.66771","3035210009",40.66771,-73.910929
85579,"FP","MUNA SOCIAL SERVICE INC ","347-400-2644","1033 GLENMORE AVENUE ","BROOKLYN",11208,"TUE, SAT 1-5PM","No","No","No","No","Food Pantry","Food Pantry","",1,"1033 GLENMORE AVENUE","-73.87182,40.67695","3041950040",40.67695,-73.87182
81402,"FPK"," NAT'L COMM. FOR FUTH. OF JEWISH ED.","718 735-0200","824 EASTERN PARKWAY ","BROOKLYN",11213,"FRI 12-1PM","No","No","Yes","No","Food Pantry","Food Pantry Kosher","K",1,"824 EASTERN PARKWAY","-73.941032,40.668863","3012720020",40.668863,-73.941032
80332,"SK","NEIGHBORS TOGETHER ","718 498-7256","2094 FULTON STREET ","BROOKLYN",11233,"MON-FRI 12-2PM","No","No","No","No","Soup Kitchen","Soup Kitchen","",1,"2094 FULTON STREET","-73.913837,40.678134","3015500031",40.678134,-73.913837
82186,"FP","NEW LIFE SDA CHURCH ","718-385-0463","885-87 THOMAS BOYLAND STREET ","BROOKLYN",11212,"SUN/MON/TUE 8-10AM/5-7PM/6-8PM","No","No","No","No","Food Pantry","Food Pantry","",1,"885 THOMAS BOYLAND STREET","-73.910505,40.658697","3036120024",40.658697,-73.910505
81514,"FP","NEWMAN MEMORIAL UNITED METHODIST CHURCH COMMUNITY DEVELOPMENT ","718 622-7955","(718) 622-7955CORPORATION 257 MACON STREET ","BROOKLYN",11216,"WED 10AM-1PM","No","No","No","No","Food Pantry","Food Pantry","",1,"257 MACON STREET","-73.941105,40.682298","3018460047",40.682298,-73.941105
83344,"FP","NORTHEAST BROOKLYN HOUSING DEVELOPMENT CORPORATION ","718-453-9490","376 THROOP AVENUE ","BROOKLYN",11221,"TUE,THUR 10AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"376 THROOP AVENUE","-73.9429,40.691324","3017860038",40.691324,-73.9429
82785,"FPK"," ONEG SHABBOS ","718 686-8174","1601 41ST STREET ","BROOKLYN",11218,"THUR/FRI 6-9PM/8-10AM","No","No","Yes","No","Food Pantry","Food Pantry Kosher","K",1,"1601 41ST STREET","-73.980571,40.635559","3053820001",40.635559,-73.980571
81065,"FP","OPEN DOOR FAMILY LIFE CENTER INC ","718-455-3545","999 GREEN AVENUE ","BROOKLYN",11221,"SAT 8:30-10:30AM","No","No","No","No","Food Pantry","Food Pantry","",1,"999 GREEN AVENUE","-73.927116,40.6914","3016180045",40.6914,-73.927116
85299,"FP","OPEN DOOR TO HEAVEN OUTREACH MINISTRY INC ","347-822-0714","474 SHEPHERD AVENUE ","BROOKLYN",11208,"SAT (1,3) 9AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"474 SHEPHERD AVENUE","-73.880587,40.672635","3040360022",40.672635,-73.880587
83913,"SK","OPIN ","718 498-8845","1768 ST. JOHNS PLACE ","BROOKLYN",11233,"WED/FRI 5-7PM/2-4PM","No","No","No","No","Soup Kitchen","Soup Kitchen","",1,"1768 ST. JOHNS PLACE","-73.918501,40.669607","3014740019",40.669607,-73.918501
80341,"FP","OUR LADY OF ANGELS HUMAN SERVICES ","718 680-6344","336 73RD STREET ","BROOKLYN",11209,"WED 10AM-12PM&1:30-2:30PM","No","No","No","No","Food Pantry","Food Pantry","",1,"336 73RD STREET","-74.026181,40.63236","3059180021",40.63236,-74.026181
80343,"FP","OUR LADY OF GRACE PARISH MINISTRY ","718-645-2120","2322 EAST 4TH STREET ","BROOKLYN",11223,"M,W,THUR 11:30AM-3PM","No","No","No","No","Both","Food Pantry","",2,"2322 EAST 4TH STREET","-73.967474,40.593446","3071550040",40.593446,-73.967474
80345,"FP","OUR LADY OF MERCY CHURCH ","718 346-3166","680 MOTHER GASTON BLVD. ","BROOKLYN",11212,"MON,FRI 9-11AM","No","No","No","No","Food Pantry","Food Pantry","",1,"680 MOTHER GASTON BLVD.","-73.905214,40.662007","3035930035",40.662007,-73.905214
82904,"FP","OUR LADY OF MIRACLES-CANARSIE CLUSTER CENTER ","718-257-2400","757 EAST 86TH STREET ","BROOKLYN",11236,"SAT 10-11:30AM","No","No","No","No","Food Pantry","Food Pantry","",1,"757 EAST 86TH STREET","-73.909135,40.638838","3080070012",40.638838,-73.909135
80347,"FP","OUR LADY OF REFUGE R.C. CHURCH ","718 434-2090","2020 FOSTER AVE. ","BROOKLYN",11210,"WED 10AM - 1PM","No","No","No","No","Food Pantry","Food Pantry","",1,"2020 FOSTER AVE.","-73.957616,40.636443","3052200023",40.636443,-73.957616
85580,"FP","PAYO FOOD PANTRY ","718-713-2000","1045 CONEY ISLAND AVENUE ","BROOKLYN",11230,"THUR 3-5PM","No","No","No","No","Food Pantry","Food Pantry","",1,"1045 CONEY ISLAND AVENUE","-73.966453,40.632195","3052320059",40.632195,-73.966453
85235,"FP","PENIEL HAITIAN CHURCH OF C AND MA ","718-469-3685","2741 ALBEMARLE ROAD ","BROOKLYN",11226,"SAT/SAT(2ND) 10AM-12PM/1-3PM","No","No","No","No","Food Pantry","Food Pantry","",1,"2741 ALBEMARLE ROAD","-73.950636,40.648322","3051110055",40.648322,-73.950636
85373,"FP","PENIEL SDA CHURCH ","646-204-4068","1210 UTICA AVENUE ","BROOKLYN",11203,"FRI 10AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"1210 UTICA AVENUE","-73.929869,40.643039","3047700027",40.643039,-73.929869
85227,"FP","PRESBYTERIAN CHURCH OF THE CROSSROADS ","646-322-3992","133 ELTON STREET ","BROOKLYN",11208,"WED (1,2,3,4) 9-10AM","No","No","No","No","Food Pantry","Food Pantry","",1,"133 ELTON STREET","-73.884547,40.680504","3039410001",40.680504,-73.884547
85532,"FP","PROJECT EATS ","908-845-5101","251 CHESTER STREET ","BROOKLYN",11212,"FRI/SAT 12-4PM/9AM-2PM","No","No","No","No","Food Pantry","Food Pantry","",1,"251 CHESTER STREET","-73.910541,40.665662","3035430001",40.665662,-73.910541
81586,"FP","REACHING-OUT COMMUNITY SERVICES INC ","718 373-4565","7708 NEW UTRECHT AVE ","BROOKLYN",11214,"TUE-FRI 11AM-3PM","No","No","No","No","Food Pantry","Food Pantry","",1,"7708 NEW UTRECHT AVE","-74.000715,40.614009","3062470030",40.614009,-74.000715
85118,"FP","REDEEMED CHRISTIAN CHURCH OF GOD INTERNATIONAL CHAPEL ","347-955-4403","781 EAST 93RD STREET ","BROOKLYN",11236,"SAT 12-2PM","No","No","No","No","Food Pantry","Food Pantry","",1,"781 EAST 93RD STREET","-73.911838,40.649268","3081190047",40.649268,-73.911838
80204,"FP","RHOW BROOKLYN INC ","718 875-1858","360 SCHERMERHORN STREET ","BROOKLYN",11217,"SAT (2,3,4) 9-10:30AM","No","No","No","No","Both","Food Pantry","",2,"360 SCHERMERHORN STREET","-73.980333,40.686526","3001730023",40.686526,-73.980333
85378,"FPM","RIVER FUND MOBILE - BROOKLYN ","718-441-1125","CORNER OF LINDEN BLVD & CRESCENT STREET ","BROOKLYN",11208,"TUE (2ND,4TH) 9-11AM","Yes","No","No","No","Food Pantry","Food Pantry Mobile","M",1,"2605 LINDEN BOULEVARD","-73.868134,40.669099","3044630039",40.669099,-73.868134
81564,"FP","SALT & SEA MISSION CHURCH INC. ","917-873-9261","2417-2419 STILLWELL AVE ","BROOKLYN",11223,"TUE,THUR,SUN 11AM-1PM","No","No","No","No","Food Pantry","Food Pantry","",1,"2417 STILLWELL AVE","-73.983426,40.588552","3071850072",40.588552,-73.983426
85588,"FP","SALVATION CHURCH OF GOD FOOD PANTRY MINISTRY ","516-707-7687","5601 AVENUE N ","BROOKLYN",11234,"TU,SUN/SAT 6-9PM/9AM-1PM","No","No","No","No","Food Pantry","Food Pantry","",1,"5601 AVENUE N","-73.92078,40.619575","3078810003",40.619575,-73.92078
83318,"FP","SANCTIFIED CHURCH OF GOD, INC/COMMUNITY FEEDING PROGRAM ","718-493-2385","404 LEFFERTS AVE ","BROOKLYN",11225,"SAT 12-1PM","No","No","No","No","Food Pantry","Food Pantry","",1,"404 LEFFERTS AVE","-73.948089,40.662295","3013300034",40.662295,-73.948089
85237,"FP","SECOND ST. PAUL CHURCH OF CHRIST, DISCIPLE OF CHRIST, INC ","718-235-8922","1048 SUTTER AVE ","BROOKLYN",11208,"SAT(2,4) 8-10AM","No","No","No","No","Food Pantry","Food Pantry","",1,"1048 SUTTER AVE","-73.879993,40.671457","3040530020",40.671457,-73.879993
84206,"FPK"," SEPHARDIC BIKUR HOLIM FOOD PANTRY ","718-787-1100","425 KINGS HIGHWAY ","BROOKLYN",11223,"BY APPT ONLY BY APPT ONLY","No","No","Yes","No","Food Pantry","Food Pantry Kosher","K",1,"425 KINGS HIGHWAY","-73.97453,40.60471","3066550034",40.60471,-73.97453
81156,"FPK"," SHALOM SENIOR CENTER ","718 774-9213","483 ALBANY AVE ","BROOKLYN",11203,"MON-THUR/FRI 2-3PM/1-2PM","No","No","Yes","No","Food Pantry","Food Pantry Kosher","K",1,"483 ALBANY AVE","-73.93967,40.663381","3014267501",40.663381,-73.93967
83569,"FP","SHILOH SDA ","718 771-4103","449 EASTERN PARKWAY ","BROOKLYN",11216,"THUR 9:30-11:30AM","No","No","No","No","Food Pantry","Food Pantry","",1,"449 EASTERN PARKWAY","-73.953456,40.670523","3012600027",40.670523,-73.953456
81207,"FP","SILOAM PRESBYTERIAN CHURCH FOOD PANTRY ","718 789-7050","260 JEFFERSON AVENUE ","BROOKLYN",11216,"WED 10AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"260 JEFFERSON AVENUE","-73.947187,40.683366","3018330038",40.683366,-73.947187
85325,"FP","SISTERS WITH PURPOSE INC ","646-460-4101","1540 VAN SICLEN AVE ","BROOKLYN",11239,"SAT 9-10AM","No","No","No","No","Food Pantry","Food Pantry","",1,"1540 VAN SICLEN AVE","-73.877987,40.647509","3044520200",40.647509,-73.877987
81646,"FP","SOLID ROCK BAPTIST CHURCH ","718 384-8764","120 TOMPKINS AVE ","BROOKLYN",11206,"MON,THUR 9AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"120 TOMPKINS AVE","-73.946621,40.695093","3017550046",40.695093,-73.946621
83348,"FP","SOUTH BKLYN SDA CHURCH COMMUNITY SERVICE PROGRAM ","718 783-1662","42 PROSPECT PLACE ","BROOKLYN",11217,"SUN(1,3) 11AM-2PM","No","No","No","No","Food Pantry","Food Pantry","",1,"42 PROSPECT PLACE","-73.976617,40.679583","3009380026",40.679583,-73.976617
83174,"FP","SOUTHSIDE UNITED H.D.F.C., INC - LOS SURES ","718-599-1940","145 SOUTH 3RD STREET ","BROOKLYN",11211,"TUE 9AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"145 SOUTH 3RD STREET","-73.961618,40.712409","3024180040",40.712409,-73.961618
84146,"FP","ST. AUGUSTINE'S AMERICAN CATHOLIC CHURCH ","718 773-1338","298 SCHENECTADY AVENUE ","BROOKLYN",11213,"FRI 1-3PM","No","No","No","No","Food Pantry","Food Pantry","",1,"298 SCHENECTADY AVENUE","-73.934194,40.668263","3013950044",40.668263,-73.934194
81459,"FP","ST. AUGUSTINE'S CHURCH ","718 783-3132","116 6TH AVENUE ","BROOKLYN",11217,"SAT 10AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"116 6TH AVENUE","-73.976096,40.678672","3009410030",40.678672,-73.976096
84230,"FP","ST. GEORGE'S EPISCOPAL CHURCH FOOD PANTRYT ","718-789-6036","800 MARCY AVENUE ","BROOKLYN",11216,"FRI 10AM-3PM","No","No","No","No","Food Pantry","Food Pantry","",1,"800 MARCY AVENUE","-73.947811,40.686282","3018130041",40.686282,-73.947811
81626,"FP","ST. JOHN'S BREAD & LIFE FOOD PANTRY ","718 574-0058","795 LEXINGTON AVE ","BROOKLYN",11221,"M-THU/FRI(SR.ONLY)9-10:30AM","No","No","No","No","Both","Food Pantry","",2,"795 LEXINGTON AVE","-73.928909,40.690443","3016220060",40.690443,-73.928909
85558,"FP","ST. MARK'S UNITED METHODIST CHURCH ","718-282-6304","2017 BEVERLEY ROAD ","BROOKLYN",11226,"TUE, FRI 12-2PM","No","No","No","No","Food Pantry","Food Pantry","",1,"2017 BEVERLEY ROAD","-73.959634,40.645249","3051240057",40.645249,-73.959634
80398,"FP","ST. MATTHEW'S ROMAN CATHOLIC CHURCH ","646-400-8032","1342 LINCOLN PLACE ","BROOKLYN",11213,"TUE (1,2,3,4) 9AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"1342 LINCOLN PLACE","-73.932131,40.669651","3013900129",40.669651,-73.932131
85316,"FP","ST. PAUL PENTECOSTAL CHURCH ","917-604-9644","133 THOMAS S BOYLAND STREET ","BROOKLYN",11233,"SAT 11AM - 1PM","No","No","No","No","Food Pantry","Food Pantry","",1,"133 THOMAS S BOYLAND STREET","-73.913659,40.680344","3015270004",40.680344,-73.913659
80401,"FP","ST. PHILIP'S EPISCOPAL/ST. BENEDICT'S PANTRY ","718 778-8700","265 DECATUR STREET ","BROOKLYN",11233,"WED 11AM-1PM","No","No","No","No","Food Pantry","Food Pantry","",1,"265 DECATUR STREET","-73.933244,40.681674","3016750019",40.681674,-73.933244
81324,"FP","ST. STEPHEN OUTREACH COMMUNITY DEVELOPMENT CORPORATION","718-938-4532","874 MYRTLE AVENUE ","BROOKLYN",11206,"WED,FRI 9-10:30AM","No","No","No","No","Both","Food Pantry","",2,"874 MYRTLE AVENUE","-73.947118,40.695373","3017550032",40.695373,-73.947118
80403,"FP","ST. TERESA OF AVILA ","718-622-8728","560 STERLING PLACE ","BROOKLYN",11238,"THUR (1,2,3,4) 8-11AM","No","No","No","No","Food Pantry","Food Pantry","",1,"560 STERLING PLACE","-73.959907,40.673686","3011750001",40.673686,-73.959907
85229,"FP","ST. THERESE OF LISIEUX R.C. CHURCH ","718-451-0683","4410 AVENUE D ","BROOKLYN",11203,"TUE 10:30AM-12:30PM","No","No","No","No","Food Pantry","Food Pantry","",1,"4410 AVENUE D","-73.934736,40.641539","3049780001",40.641539,-73.934736
83956,"FP","THE CAMPAIGN AGAINST HUNGER ","718-773-3551","2004 FULTON STREET ","BROOKLYN",11233,"MON/TUE-FRI 10AM-3PM/10AM-6PM","No","No","No","No","Food Pantry","Food Pantry","",1,"2004 FULTON STREET","-73.918127,40.678428","3015490012",40.678428,-73.918127
84761,"FP","THE CHURCH OF ST. MARK ","718 756-6607","1417 UNION STREET ","BROOKLYN",11213,"FRI 12-3PM","No","No","No","No","Food Pantry","Food Pantry","",1,"1417 UNION STREET","-73.944547,40.668783","3012710001",40.668783,-73.944547
80366,"FP","THE SALVATION ARMY BEDFORD TEMPLE CORPS ","718-622-0614","601 LAFAYETTE AVENUE ","BROOKLYN",11216,"TUE,WED 10AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"601 LAFAYETTE AVENUE","-73.950613,40.690524","3017840011",40.690524,-73.950613
81057,"FP","THE SALVATION ARMY BUSHWICK CORPS ","718 455-4102","1151 BUSHWICK AVENUE ","BROOKLYN",11221,"M,TU,TH,FRI 10AM-12PM","No","No","No","No","Both","Food Pantry","",2,"1151 BUSHWICK AVENUE","-73.917276,40.689296","3033740001",40.689296,-73.917276
80357,"FP","THE SALVATION ARMY SUNSET PARK CORPS ","718 438-1771","520 50TH STREET ","BROOKLYN",11220,"WED 10AM-12PM","No","No","No","No","Both","Food Pantry","",2,"520 50TH STREET","-74.009906,40.644618","3007920012",40.644618,-74.009906
85498,"FP","THE TABLE AT THE FAMILY SUPPORT CENTER AT NYU LANGONE ","718-630-7171","6025 6TH AVENUE ","BROOKLYN",11220,"FRI 10AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"6025 6TH AVENUE","-74.014162,40.637551","3057840001",40.637551,-74.014162
85561,"FP","THE TEMPLE OF RESTORATION TTOR FOOD PANTRY ","646-863-4239","490 PACIFIC STREET ","BROOKLYN",11217,"THUR 10AM-1PM","No","No","No","No","Food Pantry","Food Pantry","",1,"490 PACIFIC STREET","-73.981601,40.684708","3001910029",40.684708,-73.981601
84354,"FP","THURSTON MEMORIAL OUTREACH MINISTRIES ","718 452-3646","1243 BUSHWICK AVE ","BROOKLYN",11221,"FRI 5-7:30PM","No","No","No","No","Food Pantry","Food Pantry","",1,"1243 BUSHWICK AVE","-73.914605,40.687837","3033950001",40.687837,-73.914605
83898,"SK","THURSTON MEMORIAL OUTREACH MINISTRIES ","718 452-3646","1243 BUSHWICK AVENUE ","BROOKLYN",11221,"FRI 5-7:30PM","No","No","No","No","Soup Kitchen","Soup Kitchen","",1,"1243 BUSHWICK AVENUE","-73.914605,40.687837","3033950001",40.687837,-73.914605
83364,"FPK"," TOMCHE SHABBOS OF BORO PARK ","718 259-5576","6225 NEW UTRECHT AVE ","BROOKLYN",11219,"BY APPT ONLY BY APPT ONLY","No","No","Yes","No","Food Pantry","Food Pantry Kosher","K",1,"6225 NEW UTRECHT AVE","-73.996924,40.625286","3057340024",40.625286,-73.996924
80419,"FP","TRANSFIGURATION CHURCH ","718-782-8181","263 & 280 MARCY AVENUE ","BROOKLYN",11211,"MON-THUR 9AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"263","-73.981731,40.658444","3008710006",40.658444,-73.981731
85506,"FP","TREASURES IN EARTHEN JARS FOOD PANTRY ","929-355-3302","4124 AVENUE H ","BROOKLYN",11210,"SAT 1-3PM","No","No","No","No","Food Pantry","Food Pantry","",1,"4124 AVENUE H","-73.936284,40.632204","3077450046",40.632204,-73.936284
80421,"FP","TRINITY HUMAN SERVICE CORPORATION ","718 388-3176","153 A JOHNSON AVENUE ","BROOKLYN",11206,"TUE-FRI 9AM-12PM&1-4PM","No","No","No","No","Food Pantry","Food Pantry","",1,"155 JOHNSON AVENUE","-73.94392,40.706646","3030610031",40.706646,-73.94392
83547,"FP","TRIUMPHANT FULL GOSPEL ASSEMBLY ","718-774-4696","889 RUTLAND ROAD ","BROOKLYN",11203,"THUR 4-6PM","No","No","No","No","Food Pantry","Food Pantry","",1,"889 RUTLAND ROAD","-73.929907,40.660813","3045920024",40.660813,-73.929907
82195,"FP","TRUE HOLY CHURCH OF GOD IN CHRIST JESUS ","718 385-0248","2364 ATLANTIC AVENUE ","BROOKLYN",11233,"SAT 10AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"2364 ATLANTIC AVENUE","-73.906751,40.675896","3014360023",40.675896,-73.906751
83338,"FP","UNION BAPTIST CHURCH ","718 452-7248","461 DECATUR STREET ","BROOKLYN",11233,"WED 12-2PM","No","No","No","No","Food Pantry","Food Pantry","",1,"461 DECATUR STREET","-73.924725,40.682681","3016780084",40.682681,-73.924725
85139,"SK","UNITED COMMUNITY BAPTIST CHURCH ","347-446-6254","545 UTICA AVE ","BROOKLYN",11203,"SAT 10AM-12PM","No","No","No","No","Soup Kitchen","Soup Kitchen","",1,"545 UTICA AVE","-73.930929,40.660151","3046040075",40.660151,-73.930929
83449,"FP","URBAN STRATEGIES INC ","718 346-2539","61-71 RIVERDALE AVENUE ","BROOKLYN",11212,"TUE 8-10AM","No","No","No","No","Food Pantry","Food Pantry","",1,"61 RIVERDALE AVENUE","-73.914444,40.660321","3035830001",40.660321,-73.914444
85587,"FP","VETERANS HELPING VETERANS AND THEIR COMMUNITIES ","929-557-0530","507 MACON STREET ","BROOKLYN",11233,"SAT 10AM-3PM","No","No","No","No","Food Pantry","Food Pantry","",1,"507 MACON STREET","-73.931324,40.683386","3016660075",40.683386,-73.931324
85554,"FP","WIADCA CARES ","718-467-1797","323-325 ROGERS AVENUE ","BROOKLYN",11225,"WED 12-1PM","No","No","No","No","Food Pantry","Food Pantry","",1,"323 ROGERS AVENUE","-73.953306,40.665304","3013050009",40.665304,-73.953306
85549,"FP","WORLD FOR CHRIST FOOD SERVICES ","347-249-8928","1091 CLARKSON AVENUE ","BROOKLYN",11212,"SAT 10AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"1091 CLARKSON AVENUE","-73.922179,40.660027","3046300042",40.660027,-73.922179
81699,"FPK"," ZICHRON ACHEINU LEVY-MENACHEM TZION ","347-742-0552","928 44TH STREET ","BROOKLYN",11219,"FRI 10:30-11:30AM","No","No","Yes","No","Food Pantry","Food Pantry Kosher","K",1,"928 44TH STREET","-73.997396,40.642481","3056070019",40.642481,-73.997396
81061,"FP","ABRAHAM HOUSE, INC ","718 292-9321","340 WILLIS AVENUE ","BRONX",10454,"SAT 6:30-7:30AM","No","No","No","No","Food Pantry","Food Pantry","",1,"340 WILLIS AVENUE","-73.920989,40.811169","2022860006",40.811169,-73.920989
85455,"FP","ABUNDANT GRACE FOR THE FORSAKEN FOOD PANTRY ","347-350-4698","3101 EASTCHESTER ROAD ","BRONX",10469,"SAT 2-4PM","No","No","No","No","Food Pantry","Food Pantry","",1,"3101 EASTCHESTER ROAD","-73.843972,40.871321","2047610050",40.871321,-73.843972
85545,"FP","ASH-SHIFAA INC FP ","646-353-0859","2269 CROTONA AVENUE ","BRONX",10457,"MON-SUN 1-5PM","No","No","No","No","Food Pantry","Food Pantry","",1,"2269 CROTONA AVENUE","-73.88509,40.851645","2031010013",40.851645,-73.88509
85370,"FP","BETH-EL HOUSE OF YAHWEH ","718-401-0743","3482 PARK AVENUE ","BRONX",10456,"SUN 8-9:30AM","No","No","No","No","Food Pantry","Food Pantry","",1,"3482 PARK AVENUE","-73.908151,40.830831","2023890011",40.830831,-73.908151
80085,"FP","BLACK FORUM OF CO-OP CITY ","718 320-8035","920 BAYCHESTER AVE (REAR LOBBY LEVEL) ","BRONX",10475,"TUE, THUR,FRI 11AM-12:45PM","No","No","No","No","Food Pantry","Food Pantry","",1,"920 BAYCHESTER AVE","-73.832979,40.877275","2051410120",40.877275,-73.832979
81597,"FPH","ABOOM! HEALTH ","718-295-5960","3144 3RD AVENUE ","BRONX",10451,"MON-FRI 9AM-1PM","No","No","No","Yes","Food Pantry","Food Pantry Halal","HL",1,"3144 3RD AVENUE","-73.910556,40.822121","2023600089",40.822121,-73.910556
85317,"FP","BREAD OF LIFE PANTRY ","347-235-3723","1104 ELDER AVENUE #15 ","BRONX",10472,"SAT 1:30 - 4:30PM","No","No","No","No","Food Pantry","Food Pantry","",1,"1104 ELDER AVENUE","-73.878362,40.826467","2037400005",40.826467,-73.878362
85109,"FP","BRONX BETHANY COMMUNITY CORPORATION ","718-231-5276","971 EAST 227TH STREET ","BRONX",10466,"WED(1,2,3,4)/TH(1,2,3,4) 9-11AM/3-6PM","No","No","No","No","Food Pantry","Food Pantry","",1,"971 EAST 227TH STREET","-73.851237,40.886801","2048630006",40.886801,-73.851237
80026,"FP","BRONX SEVENTH DAY ADVENTIST CHURCH ","718-618-7344","1695 WASHINGTON AVENUE ","BRONX",10457,"THUR(1,2,3,4) 2-5PM","No","No","No","No","Food Pantry","Food Pantry","",1,"1695 WASHINGTON AVENUE","-73.901115,40.842205","2029060089",40.842205,-73.901115
80029,"FP","BRONX TEMPLE SDA CHURCH ","718-842-4504","495 WILLIS AVENUE ","BRONX",10455,"TUE,THUR 10AM-12:30PM","No","No","No","No","Food Pantry","Food Pantry","",1,"495 WILLIS AVENUE","-73.918961,40.81505","2023070054",40.81505,-73.918961
85225,"FP","CHRIST DISCIPLES INTERNATIONAL MINISTRIES ","718-994-5422","3021-31 WEBSTER AVENUE ","BRONX",10467,"MON, WED-APPT ONLY 12-5PM - APPT ONLY","No","No","No","No","Food Pantry","Food Pantry","",1,"3021 WEBSTER AVENUE","-73.879499,40.869911","2033310080",40.869911,-73.879499
83397,"FP","CHRIST JESUS BAPTIST CHURCH","NONE","1812 WHITE PLAINS ROAD ","BRONX",10462,"WED 12-1:30PM","No","No","No","No","Food Pantry","Food Pantry","",1,"1812 WHITE PLAINS ROAD","-73.865935,40.845742","2040500011",40.845742,-73.865935
80175,"FP","CHURCH OF ST. NICHOLAS OF TOLENTINE ","718-295-6800","2345 UNIVERSITY AVE (BASEMENT FORDHAM)","BRONX",10468,"TUE 9AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"2345 UNIVERSITY AVE","-73.905735,40.862209","2032180035",40.862209,-73.905735
85482,"FP","CHURCH OF THE ATONEMENT FOOD PANTRY ","718-828-6078","1344 BEACH AVENUE ","BRONX",10472,"SAT (2,4) 10AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"1344 BEACH AVENUE","-73.866203,40.833397","2038770030",40.833397,-73.866203
85353,"FPM","CITY HARVEST - MELROSE MOBILE MARKET ","646-412-0740","286 EAST 156TH STREET ","BRONX",10451,"WED(4),SAT(2) 9:30-11:30AM","Yes","No","No","No","Food Pantry","Food Pantry Mobile","M",1,"286 EAST 156TH STREET","-73.920295,40.821713","2024130001",40.821713,-73.920295
85355,"FPM","CITY HARVEST - ST. MARY'S MOBILE MARKET ","646-412-0740","595 TRINITY AVENUE ","BRONX",10455,"TUE(4),SAT(2) 9:30-11:30AM","Yes","No","No","No","Food Pantry","Food Pantry Mobile","M",1,"595 TRINITY AVENUE","-73.909813,40.81521","2026230135",40.81521,-73.909813
85307,"FP","COOP CITY SDA CHURCH FOOD PANTRY ","718-320-0518","1010 BAYCHESTER AVENUE ","BRONX",10475,"WED 5-7PM","No","No","No","No","Food Pantry","Food Pantry","",1,"1010 BAYCHESTER AVENUE","-73.830958,40.880315","2051410298",40.880315,-73.830958
81347,"SK","CRESTON AVENUE BAPTIST CHURCH OF CHRIST, INC ","718 367-1754","114 EAST 188TH STREET ","BRONX",10468,"SAT 12-2PM","No","No","No","No","Both","Soup Kitchen","",2,"114 EAST 188TH STREET","-73.899154,40.861696","2031730036",40.861696,-73.899154
87062,"FP","DAVIDSON COMMUNITY CENTER INC ","718-731-6360","2038 DAVIDSON AVENUE ","BRONX",10453,"WED 10-11AM","No","No","No","No","Food Pantry","Food Pantry","",1,"2038 DAVIDSON AVENUE","-73.908464,40.853539","2028630028",40.853539,-73.908464
85494,"FP","EDM HARVEST HAND FOOD PANTRY ","347-618-1162","2626 EAST TREMONT AVENUE ","BRONX",10461,"FRI 9AM - 1PM","No","No","No","No","Food Pantry","Food Pantry","",1,"2626 EAST TREMONT AVENUE","-73.846455,40.842747","2040020051",40.842747,-73.846455
85003,"FP","EMANUEL PENTECOSTAL FAITH CHURCH ","718-842-4098","1310 ELDER AVE ","BRONX",10472,"WED 5-6PM","No","No","No","No","Food Pantry","Food Pantry","",1,"1310 ELDER AVE","-73.8796,40.831616","2038630010",40.831616,-73.8796
85162,"FP","EVERY DAY IS A MIRACLE, INC ","347-618-1162","2430 WALTON AVENUE ","BRONX",10468,"THUR 10AM-1PM","No","No","No","No","Food Pantry","Food Pantry","",1,"2430 WALTON AVENUE","-73.90056,40.861491","2031840030",40.861491,-73.90056
81145,"FP","FELLOWSHIP COVENANT CHURCH ","718-829-2116","720 CASTLE HILL AVENUE ","BRONX",10473,"WED 9:30-11:30AM","No","No","No","No","Food Pantry","Food Pantry","",1,"720 CASTLE HILL AVENUE","-73.848291,40.821674","2036130032",40.821674,-73.848291
80065,"FP","GETHSEMANE BAPTIST CHURCH ","718 294-7129","771 FAIRMOUNT PLACE ","BRONX",10460,"THUR 8-10AM","No","No","No","No","Food Pantry","Food Pantry","",1,"771 FAIRMOUNT PLACE","-73.889476,40.84308","2029550001",40.84308,-73.889476
